audiocap_id,youtube_id,start_time,caption
32458,DffdnBowbMg,420,A horn is triggered followed by bells ringing and people singing
78839,hv_w9hm5jfc,90,Soft hum of a large space as a woman shouts and then a few very soft clicks and chirps
55479,SOI8J42bQmY,30,As the wind blows and the leaves rustle a man gives a speech
55476,SOFZ67m_qPs,30,A clock ticktocks rapidly nearby
78835,hvPX-KsGW_M,30,A clock ticks quickly
55472,SO8japbS594,450,A girl sneezing multiple times
32456,DfaODW6UMmc,70,A woman speaking followed by a man then a woman speaking again
78830,hv-_edMS1O4,60,Metallic objects are hit
8408,2NFsb676clU,30,Children playing and calling out
8409,2NHLGeiQhh4,30,Oinking and murmuring
8400,2N1NHxc4NYY,30,Person is banging on door and cat meow
8401,2N2dq3mWP7c,30,Computer keyboard typing
8402,2N3cTlDlQ3Y,24,Clicking and snapping are present
8403,2N8jkBggA0k,30,"A man speaks, engines hum in the distance"
8404,2NA0rNmiPC0,30,"A pig is squealing, followed by people talking"
8405,2NAiGvy45LE,140,Goats are vocalizing
8406,2NBwt24PTe0,30,"A man giving a public speech, followed by people cheering in the background"
8407,2NDpT1iQc6o,20,Several guns fire then a gun is cocked
54620,RpkIGfY0otU,30,Splashing water and faint electronic vibrations
50537,P3lllkBNOFg,70,Food fries in oil
9818,2wukzaZQsZI,30,"Water is gurgling, a cat meows, and an adult female speaks"
92369,ryUOxeqaWlw,40,"Music is ongoing in the background as a mid-size motor vehicle engine runs, accelerates and changes gears"
50533,P3dNQQido0o,20,A child speaks followed by a toilet flushing
9814,2wrQuWK_hCY,7,Thunder booms while rain falls
9815,2wrsE6Np8xc,30,An ambulance siren going off
9816,2wtBmJ97AJ0,330,Women laugh as crinkles overlap
9817,2wu2NqDkrw4,30,"Train and train honking, clicking from single lights"
9810,2wjoze23zxg,30,A man yells over a drill being used
9811,2wmKDK_u4Oo,170,A crow is screeching through the rustling of the leaves
9812,2wmksDRkW9c,170,Loud cracking is followed by a child speaking
9813,2wofJxc15hQ,30,A man speaks in a non-expressive manner
32545,Diams1IbGBE,29,Humming followed by a person sneezing
54623,RptORGFO8cY,250,Birds chirping and a young man speaking
66446,ZyVzUqc05fo,4,"A soft mechanical click with short, faint speech in the background"
14286,4oISdT2t5lU,30,"Loud clicking, vibrations from a sewing machine"
93976,tCmfSQ5oJbI,210,A man talks while some wood is rubbed
14287,4oK_xt3B7io,30,Boat engine running
68239,aEpLQFasdVo,210,"Waves crashing, wind, and children squealing with delight"
54627,RpxUqcJ-Jkg,19,A clock ticks and someone places something on a hard surface
61811,WlWuQlatlS4,210,Humming of a slowly passing train with warning bells ringing and a horn blowing
52972,QfduCrgXghg,590,A jet engine idles
22519,8ecb76llr1I,30,Ocean waves break and some wind blows
22518,8eZpe3HQaPk,90,A helicopter is flying
22513,8eGNINgCvvQ,30,A clock ticking and chiming
22512,8eFCqJmWITg,30,A man is giving a monologue
22511,8eE1Gksyma0,300,Rain falling and thunder cracking
22510,8eAWYROBeKs,50,"Adults and children speaking far away, then a loud musical vehicle horn, then a child speaking loudly"
22517,8eX86QxFeoo,60,A machine running
22516,8eVt9Z91wLg,230,"A man speaks, wind blows and water waves splash while music plays in the background"
22515,8eS7tv9oVCE,80,A man speaking and gun firing
22514,8eN5SQdrJR0,30,A machine making noises
14289,4oO2bVyfSOM,30,Birds are chirping people are talking and a dog whimpers
60849,W5MKiP5vivw,0,A woman speaks and another laughs
60847,W5Kjb6l7btk,350,Frying food and a woman narrating
60846,W5IN8PnYyUQ,30,A man speaks then a police siren blasts followed by a woman talking and a second man speaking
60845,W5HC5lGtrYY,70,A vehicle engine idles and then revs high several times
60841,W53-YgfTYY0,24,Several people talk followed by an explosion and shouts
60840,W52I2s0Hs3U,80,A person talking with wind noises
53476,R1ZrHqnMsV4,70,A man talking as metal clacks against a plastic followed by thumping on a soft surface while water flows and splashes on a surface
30653,CiTWUfxT33s,20,"Footsteps on the ground, birds singing in background, and two men speak"
75410,fRZs8uHQCpg,10,A mid-size motor vehicle engine is idling and vibrating
98393,w_Z5EskV8Us,30,"A large aircraft engine is running and hissing, and it fades somewhat"
75414,fRrRfDKimOk,30,A humming noise and a bell ringing outside
98397,w_fVbHaTzT8,10,A truck loudly revs as it drives past and a semi drives past
31095,CxsellBilz8,30,Rain pattering and falling on a glass surface
75419,fS2fQcgKPRU,0,Food fries in a fryer nearby
65365,ZEtrzcL1ack,30,Heavy wind with a very distant siren and a man speaks
92943,sPGBsAhur0s,100,A woman speaks with some faint clinks and bangs
92940,sP4pPqEvTC4,30,Low and quiet wind blowing with leaves rustling
92947,sPPZ4o_J15M,190,An emergency siren is triggered while a vehicle moves and music is played
92946,sPMkHqGzhKM,0,Race cars passing by while tires squeal loudly
92945,sPKjtyydma8,130,A woman speaks and a baby laughs before the woman speaks again
69408,b2LbOLtNpr4,30,A car revving loudly several times as tires screech followed by a female voice talking
76423,gCGBPc1_EtA,40,A man talks while an engine idles in the background
96067,uo_3DkxOb-w,0,A crowd noise and a horse
93012,sSFpsUD_nw0,21,Gun fire and the chopping of propellers
93011,sSDwzO-BGCA,30,Girls talking and laughing and a duck quacking
3489,0O9l7w_5tB0,30,Small engine running
3488,0O9VVo7ihKU,330,Inaudable speech and then paper crumpling
3481,0NvRnSZo_yw,0,Someone is snoring
3480,0NvOdG42aSU,30,A man is talking followed by people clapping
3483,0NygHdYqcYA,30,A car accelerates and skids around a turn
3482,0NvU5eiSlJw,30,Wind whipping by outside
3485,0O2Ua-7Ti3Q,160,A animal walks on a hard surface someone whistles and the sheep bleats in reply
3484,0O2IE4ubwdc,150,Powered tool being used to screw something in
3487,0O6TaaF5PaM,120,Materials crinkle and crumple
3486,0O5wS5D6t3A,160,Water runs loudly and a man speaks
34351,EjhJmFbeNFg,30,Water splashing sound with a baby babbling and a person talking
24910,9shWFQBnBco,30,People speaking as wood is San by hand
24913,9sqjyiXpVow,30,Duck quacking loudly
24912,9sonz9Q-DXk,30,Wind blows causing a rustling in the leaves and a static noise in the microphone
24914,9swZ0DS11s0,21,Crinkling and tapping followed by a brief female speech
24917,9t-p0AEGYus,30,Laughter followed by music and a child speaking
24916,9t-0RRw6lW8,0,Quiet beeping followed by a man speaking
24918,9t1vYRix5fs,30,A woman giving a speech
40329,ISaoxThUDCA,30,A person speaks with faint coos of pigeons and mechanical humming
102681,zxvv9NC86uI,30,A young woman talking
102680,zxozqwOfqsw,30,A man talking as paper crumples and tears
102683,zy-QH_78S9I,0,Goats and other farm animals are making noises
102682,zxyUTP3hapk,30,Chirping of bugs followed by a squeak with music playing
102685,zy5iiEy_Lo8,10,A man talking followed by a young boy talking
102684,zy2TJUX503I,12,A helicopter flying by in the distance as wind blows into a microphone followed by camera muffling
102686,zyEGay_RV24,30,A helicopter flying in the distance
102689,zyJq5VkCuIw,30,"Music plays, something sprays, and then a man laughs and speaks"
102688,zyI4TfScXFA,30,Humming of a nearby jet engine
18990,6xWdHhGJoUM,130,An animal is vocalizing itself and belches a call twice
66307,ZsGPy6ISsQU,40,"Ceramic clinking occurs and an adult male speaks, followed by a flush of water with splashing and gurgling"
49261,OEQk9-Q_L4M,30,Animals are swimming as the water splashes
100482,yCZ6bT3mpow,190,A kid talks while some liquid flows
22918,8qkJN82XbQg,200,A hive of bees buzzes as a man speaks
18991,6xXTQpOwE00,40,A man opens the door and speaks
2604,01-6u7HTD-c,30,Far off speech and duck quacking
2605,01-8p7qgHW8,30,Automobile engine in operation
2606,013ek35qYGg,80,Motorcycle idling followed by revving
2607,019ILm9873o,27,A man gives a speech as the crowd claps politely for his words
20928,7rSNwPIs4N0,150,Squeaking sounds in the background
20929,7ra8rGOTh1E,30,Water is rapidly flowing and streaming continuously
2602,00sjHIMfmOk,20,Airplane landing
2603,00uPwEZ29rw,20,A dog snoring
20924,7rMF_svEBDQ,90,A woman is speaking and a motor is running
20925,7rNCIjvNUI0,0,Some clicking followed by water splashing
20926,7rO7qPp0ps4,30,A man is giving a speech to a cheering crowd
20927,7rQO2OYbcK8,30,A child talking loudly on a microphone
20920,7rGGBa_lZ54,260,A man speaking and typing
20921,7rHXQpSmqO8,30,Male voices talking after loud banging of door
20922,7rJ9nUpRnkA,30,A crowd claps and a woman speaks
20923,7rJOGAhj9fs,30,An individual is saying something in the rain followed by thunder pounding in the background
99119,x7gorGsX0gg,2,A stream of water is burbling as the wind blows along with ducks quacking lowly and from a distance
30075,CPFBNAZivJg,30,A car engine clicks and runs
99111,x7OEfKYxW_8,10,An industrial machine runs and drills into something
99113,x7SIFHD4RR8,20,A frog croaks multiple times nearby
99117,x7Wij0dgMQI,20,A noble music followed by a swishing sound
63418,XsTaJi_FJaE,30,A bell dings over the distant people chanting
96413,v6QC3gM2XNs,30,A man speaking over an intercom followed by a woman speaking over an intercom as a crowd of people applaud and cheer
33412,ECIrM-jyfD0,150,A women voice followed by flowing water from a faucet
33415,ECPfahcqU4k,10,Railroad warning signals beeping while a train horn sounds and train runs on railroad tracks
33416,ECTSLMdF_pM,30,Some liquid flows and two persons speech far away
102024,zRb_s5u12Js,0,A toilet is flushed followed by creaks
102027,zRlwkvex_64,0,Blowing wind followed by a humming engine
102026,zRiGmSlWjok,200,"Loud, continuous applause"
102021,zRUj5M5WO9E,230,A man talking as water trickles followed by two other men talking and bells jingling
102020,zRUT3wOTedw,120,Ocean waves crashing as a group of men talk while wind blows heavily into a microphone
102023,zRameTqlg54,470,An engine hums and people speak
102022,zRZWwoI-jc8,270,A child is speaking together with rasping noises
30141,CSS0ZTPeDak,30,Flippers flap and bells ring over and over
30140,CSQjN2F97z0,30,"A motorcycle engine idles and then revs loudly nearby, followed by revving back down again"
102029,zRrfwRtuUqM,260,Food and oil sizzling as an infant is talking followed by a woman talking
102028,zRmNaGrIGqY,0,Birds chirping followed by a man speaking and some rustling
9032,2ceo4_2Uk30,30,A car engine roars
9033,2ceyaaIqzko,50,On|on
9030,2cdBHXWbDhA,30,People applauding woman's speech
9036,2cjq08AjjNo,0,"A person burps loudly, a girl laughs"
9037,2ckKLDFHacM,30,A car passes by quickly
9034,2cfQ8qCoR1E,20,Whistling and clicking followed by a bird chirping
9035,2cjbawcQMpQ,0,Vehicle engine starting
9038,2cli1cg7SSA,240,Toilet flushing
9039,2coSAx95GQU,50,An aircraft engine is running loudly
24003,9O1-GvJWzxQ,30,A continuous tick took noise repeats over and over
24002,9Nswrws0vvo,30,"Police sirens and very low-level dialogue, then a speech"
24001,9NlRI1h14TQ,80,Engine revving and accelerating rapidly with a man speaking briefly
24000,9Nl-U9nlExs,30,A car engine hums and is revved as it idles
24007,9O9IPFQpIBg,130,A sewing machine running continuously
24006,9O6FiF3W3as,30,Engine chugging continuously
24005,9O5mEOHZZoE,170,Engine chugging and revving with tires screeching
24004,9O2a8KaKeZo,30,A man speaking
37249,GVJ-w7oWqWY,80,A child belches very loudly
63417,XsStg9_kAFM,20,A vehicle engine idles and someone speaks
8132,2GZX8u4VMIQ,90,"Adult males speak, metal clinks, and then a race car engine revs up and accelerates"
67183,_UahfxFAx0g,30,"A bird whistles and make noises, and a woman speaks"
67182,_U_E9-XZVm0,0,A car engine revs a couple of times followed by a voice cheering
67180,_URI9sJEK1Q,30,People speak and a horn blows
67187,_Ur4zhm2gFY,11,An old fashioned bell rings and at the end a click and the ringing stops
91699,rTWWqky66Mc,5,Somebody whistles a melody
68209,aDofvBPJJFo,70,Men speak as water flows and splashes
76330,g7UKUr96ts4,30,"Several explosions, crashes and shouts happen"
76337,g7qP8d1dFpE,120,Multiple people speaking and horses hoof clip-clop
76334,g7hqtBwMv9s,10,A sewing machine actuates multiple times quickly
68201,aDI5QPYAoAY,5,Wind sound followed by an explosion and a man talking
68207,aDnOmMp_fvc,230,Rain falling on a surface and thunder
68206,aDkn5MSLaTE,0,Wind blows and leaves rustle with distant booms of thunder
4365,0j6j2K-cjn4,30,A bird chirping in the background of a man speaking
4364,0j59jr8b9nw,30,"Animal sounds such as oink, oink, and children laughing"
4367,0j7XB8gdJ7w,120,Chips crunching and a wrapper being moved
4366,0j6rg-m7C5g,0,A person talking and engine working meanwhile
4361,0izj5OZGtg8,30,Dog panting and barking
4360,0iylxqzDrd4,30,The loud drone of a motor with rhythmic metallic rattling sounds in the background
4363,0j3BwrTHB-M,30,Rapid typing on a computer keyboard
4362,0j04kk87eBY,30,Public speech in Arabic
67452,_f4fBNhQcXc,170,Clanking rustling with some male speech
4369,0j94maKQDLY,0,Faucet running while men speak
4368,0j7bu5YT6Qg,12,Water is running
67457,_faMSRz633M,100,A man speaking as leaves rustle
37866,GubjpoIeZTc,180,"A continuous sizzle of frying and then a woman speaks, then a clank of metal on metal and a metal scrape on metal"
32835,DskJNUdvMSA,450,"Applause and cheering from an audience of people, a man speaks quietly among the noise to someone else"
3108,0EY5LaLqzTA,30,A large engine is roving up. it starts up and gets louder as something is giving it more gas
3109,0EYOxSSt9jM,10,A car or vehicle revving its engine
3104,0EN1nLOciZo,30,A vehicle engine runs and then accelerates
3105,0ES5i4nwdGk,0,Cat meows high pitched yipping
3106,0EVUg5fJgps,30,Man speaking through a grainy speaker
3107,0EVyUEVloBc,0,A small train horn blows
3100,0EEc3d8xnWg,20,A small engine is running and a sawing sound is present
3101,0EI4-brIdXs,4,Idling vehicle making knocking noises
3102,0EJ0-DkW_Zo,30,An adult female is speaking
3103,0ELlA8EdtZw,0,Children laughing. She is speaking
79313,iF2Tc_3KfWk,0,Woman pretending to be a telephone ringing and speaking while other laugh in background
79312,iF0mkXnZKf8,80,Rustling and vibrating of a toilet
79314,iFAoX-mo8-U,90,A medium machine motor humming as a man speaks alongside a sewing machine running
79316,iFHFzoerIsU,0,Several loud burps
4093,0cZLzLIycMY,30,"Clanking and scraping, water runs briefly"
4092,0cYckigNbjQ,130,A woman voice and a goat sound
4091,0cWo6BrwG04,30,Two children and an adult male speak excitedly
4097,0cccxpIx08w,20,Men talking followed by gun fire
4096,0cacPpZpUqM,30,A truck engine running and people talking
4095,0c_zFIRXgok,28,Sheep making sounds on a windy day
4094,0c_XVbMipA4,30,Light clattering in the background
4099,0cfi0pm0nZA,30,People are talking and a police siren goes off
4098,0cdk_APCY88,50,A bell ringing
81130,jbIOGuIs-jI,30,A music is played while something swishes
26684,Agr6DiCGjGU,190,A drill spins up and down several times nearby
81137,jbd0EOBhqcw,30,Clicking and screeching with a man squealing and laughing
91578,rNlE-CF9GBc,1,An engine whales and passes by then two men speak
56399,T1CAM6pZHyI,370,A sewing machine operating followed by a woman speaking
40508,IZofJTZB9jE,30,Several frogs croak and chirp
100094,xtmErhSWQ0Y,30,A cat moaning with some light clicking and rustling
69249,avkjsEYsCaM,20,"As music plays in the background, a person whistles nearby and a baby speaks"
80941,jSsuPWcxkXo,40,A toilet flushing
100092,xtcv8dDXUXU,80,A water vehicle moves nearby while wind blows
100093,xtju2ad8dQQ,80,A motorcycle engine works in idle
23361,943ov-kje9E,30,A man delivering a speech as a crowd cheers
23367,94CMMLqTIfc,30,A man narrating a story to someone else
23366,94Bx6fL7GI0,500,"Light grinding followed by a long, slow, steady rubbing noise"
23364,94A0DDILToI,30,A horse is trotting making a clip-clop sound
101644,z87_LQBHFEc,90,"White noise together with splashing water, distant speech and light wind"
101645,z87bc_86FqY,40,Wet smacking with buzzing of an insect then some whooshing and swallowing before music plays
23369,94EgORRgiuE,30,A woman delivering a speech with some light laughter from others
23368,94Dogkx6gC0,20,Water crashing and wind blowing
101640,z7onp1gfbWg,20,Humming and revving of an idling engine
101641,z7pGDhtSlc0,10,Woman laughing and giggling followed by female speaking
101642,z7szWr8Bd9g,200,"Loud, high pitched white noise with heavy wind and thunder"
101643,z87LyYnrFBo,20,Loud gunshots echo
90052,qB5qRZKBjes,10,An engine starting followed by clanking
76809,gTVYSjshfvM,70,A machine works while people talks
76804,gTHc4u-UYuU,30,People are whistling in harmony
80949,jTJ_khsryi0,30,Someone whistles and people talking
40297,IRfOj7UdnZI,20,A phone rings nearby
58506,UUCVxeFOhQE,40,A vehicle engine works in idle
74405,ehZG41kFrdQ,10,A vehicle with sirens passes by as sirens slowly fade into the distance
6659,1ehH96yvEPc,0,"A small child crying, a man laughs"
6657,1ec-5b8jJLU,25,"A large motor is running and high-pitched whine is present, then a scraping noise"
6656,1eaWEhXlpS0,110,"Water flows hard and is suddenly stopped, some small clicks"
6655,1eaS8S2M1rA,2,Multiple sirens sound and stop followed by a man speaking
6654,1eUuJh0JCMo,30,A man and a woman are talking to each other
6653,1eSsNKKJSwU,30,A train horn honks and something is dinging
6652,1eSfO3YfBz4,0,A loud whoosh is heard
6651,1eNuyqlm0nM,3,Continous crinkling
6650,1eLjEl8eDqk,30,A vehicle moving slowly on water and accelerating
92003,rgnywiXRCk0,10,"A mid-size motor vehicle engine accelerates quickly and fades into the distance, followed by tires scratching and squealing and a motor vehicle engine revving and accelerating"
92001,rgjyvDiYxiw,1,A person talking with a honking horn
21839,8K0ymYWoEQw,90,Metal bells are ringing a tune
21838,8K0ijN4BvnE,17,A car engine is revved up over and over then throttles down at the end
95621,uSfyPXv0yBg,30,An alarm clock going off
24809,9pJxCW3gGFE,120,Food being prepared
6385,1ZAWtCLo5FI,30,A motorboat is speeding in the water
6384,1Z9N6f9KN8w,30,"An adult male and adult female speak, and motor vehicles are passing by"
6387,1ZCS_VtfYN4,6,The waterfall flows as the wind gurgles
24808,9pIohTq2zcg,320,A child speaks and wood is rubbed
6381,1Z4bkTmdJ2o,530,Bugs buzzing followed by a man speaking
6380,1Z4QoVbiFIU,90,A woman speaks followed by a crying baby
6383,1Z7XS3dm96E,30,Engine revving and accelerating with faint speech
6382,1Z5TWRw77xg,340,"A duck call is blown, ducks quack, and guns fire"
6389,1ZHIoV0ybVU,8,A cat is meowing
6388,1ZCiSVMIfEc,70,Several young adult females are talking and laughing
75323,fNDJB5xuOx8,30,Birds fly away and walk nearby loudly
48548,NkqBWY0a3xk,560,"A man shouts, followed by an explosion and a man talking on a radio with faint gunfire in the background"
24803,9pAlARGFYIE,390,Clicking of gun followed by male speaker discussing visuals of the gun
43976,KnXakmIMGY0,30,Whistling and crackling
43977,KnYNWJ6FJCs,210,A person talks as a frog rabbits loudly nearby
43972,KnQMs5js33Q,2,A sport vehicle engine revving several times while running idle
24802,9p8aazUdclc,150,Swishing sounds with child voice far in background then male voice speaking short phrase
86914,npqDXuBfnug,1,A male voice speaks then simulates a deep oinking sound
43978,KnYce7jJzi0,90,Kids are playing and talking
24801,9p7jTWxQUig,20,Toilet flushing followed by radio silence
72104,d0xneZAcJrU,160,A man talking while a car engine is lightly revving followed by tires screeching
24800,9p4Jg-ourVA,240,Train horn honking followed by bell ringing
24807,9pHO3OYSApY,30,Multiple children singing in unison
21834,8Jxi7OtW6Rc,30,An engine is humming and people are talking then a person talks over a loudspeaker and buzz goes off
75755,fh6M9HpdLuA,150,A horse huffs and runs through the grass
72109,d11WxCj6Fi4,200,People laugh loudly nearby multiple times
75756,fhC4hHGubIc,190,Women laugh and a woman burps twice as others talk and laugh more
24805,9pCTZuEgjCU,20,Dogs barking and growling
21836,8JzpjitEHR0,70,A man talking with insects buzzing and birds chirping
68039,a5uZHfRJIds,30,Someone speaks with a child
49354,OIyczfdVAHs,180,A person speaking in a high voice with a child speaking at the end
91489,rJTqFODeD8A,0,Water trickling and splashing while a person sings in the background
91488,rJDblo1lSi0,10,Water splashes and drips
101218,ynX9rjAB2lc,40,A vehicle engine works constantly and then a steam flow happens
85758,myyzG5TnW1g,90,A large flow of liquid
68035,a5fNyewhE8k,30,Semiautomatic and automatic gunfire occur in bursts
85753,myksIzDGNHw,30,Vehicle engines are idling with a speech in the far background followed by a motor vehicle engine accelerating
85755,mytTV4_Hjpk,20,"A car alarm sounds up and then beeps loudly, before stopping"
35359,FMN38jeqMDs,30,A man speaks as pigeons coo in the background
5139,12cR97F9Ts8,30,Man speaking followed by a splashing sound and a woman sounding surprised
5138,12cKGgJ2Clk,410,"High pitch drill whine, followed by a man speaking"
5137,12cG_JS3SH8,540,A person talking and a dog barking
5136,12c49EFaYm8,30,Male giving a speech
5135,12bmrnsbXq8,140,Someone snores insistently
5134,12ayBenU79I,540,"A man speaks, some clicks"
5133,12aaOTA5t90,380,Male speaking while sounds of buzzing in background then a lady speaks
5132,12Y-_doK81M,0,A thunderstorm raining down while a voice speaks in the background
5131,12WvokIW5gU,30,"A truck runs, and a person speaks"
5130,12PpK8hRIdQ,40,The drilling of an object
90727,qhqvJszBZSk,120,A loud whirring and engine idling sound
36383,FzzboZDObbs,40,A man talks followed by a car engine starting up and rattles
70214,beMha0ga9O4,50,A man speaking alongside metal scrapping and filing
36385,G-5FCUd9_cw,30,"People talking, and clanking dishes"
36388,G-Fg7OK3nZE,10,Person snoring slowly
33353,E9jVhYmQMPA,30,A clock softly tick locking with cleaning at the end
81385,jmEtSfW8DBY,8,A vehicle engine revs
33350,E9dQy_KWkP0,50,A dark is barking with background wind noise
33359,E9rxGwGu09Q,30,A clock ticktocks and then rings multiple times
71126,cIhQ7ytsJ08,330,"A woman speaks and whistles, and a crowd laughs"
71124,cITU3DiV3Bo,130,A device emits musical beeps multiple times
33930,EU_bJ3eYkpE,290,Animals bleating and people talking
90426,qTRzwHMf7SE,40,Children yelling laughing and talking
80987,jV9mMACv23c,12,A child speaks with some rustling and distant humming
44166,KvaEiP55pCI,8,A speedboat drives closer and wind blows
80981,jUovhnieca0,80,A vehicle engine revving then running idle
80982,jUpYE5FY5bw,250,A bang and a scrapping noise
64987,YyorRwSM9Kc,27,A vehicle horn honking several times followed by electronic beeping then a vehicle door closing shut before a man is speaking
44169,KvgwdcHjsVQ,10,A loud motor vehicle engine and a muffler sputtering
66488,_-5RKiOl7EM,12,A muffled truck engine driving by as muffled emergency sirens wail
84407,m-AM6Welgxw,10,Distant chirping with some quiet speech and electronic beeping
84409,m-DXxhb9NVc,30,Several ducks quack
84408,m-Bp2o7TOSY,260,Dogs barking and male voice with music
32633,DlbdHPqwNr0,30,"A dog roars in the distance, as an engine idles in the distance, and then a doorbell rings nearby"
87663,oPSDzRwBijs,210,Train going down tracks blowing horn
87666,oPaxzBNRk-g,460,Some liquid is splashed followed by someone walking
87667,oPiG3ZfnvzA,30,"A man speaking, followed by a fluttering sound"
87668,oPsYnXYCp3w,20,"An alarm goes off followed by an engine revving, a truck horn honking, and then a siren starting up"
41607,JHKFEYL4OEs,40,Waves roll a shore a fishing reel makes a noise
41600,JGvGHc55lSU,150,Someone speaks and pours water
41603,JH81hEdPuCQ,16,"A motor is running and vibrating and decelerating, clicking occurs, and the motor accelerates and then decelerates again"
83752,lX-yAfdvjmg,10,People speak and clicking occurs
83758,lXH2se1wbiI,240,"An engine runs, idles up and then down and stabilizes"
76474,gEAl7A49BTA,130,An engine revving away with tires screeching
47609,NB59h07R0_Y,90,Tapping noises followed by trickling of water
76470,gE2zuT0B-Yc,7,Something is revolving very fast and the loud burst
47603,NAqsOsS4IlQ,100,Humming of an engine that is revved with a person speaking briefly in the distance
47607,NB-sDB0eEig,40,A loud car engine gets close then goes by fast with the wind barely blowing
47604,NAvH-KASGGo,30,Man speaking then door shouting
8248,2JGNi2QLabM,550,A young man speaking with multiple sirens sounding
8249,2JIil_VQ9hs,20,"Wind blows, distant clip-clops of a large animal"
15568,5Ms9SsvnVIQ,80,Water running from a faucet
15569,5MuuYWrpUSg,30,"Whooshing and banging, musical notes"
15564,5MmR-wXddVw,190,A man is talking then starts up an engine
8243,2J872H4vjxA,16,A constant beeping sound
15566,5Mo7W3FN6ms,60,A man talking while an small engine aircraft gets louder and closer
8241,2J4b-ns3UPE,30,Men speak followed by a loud bang
15560,5MbQkigJop8,40,A machine runs then a man speaks
15561,5MdrETdOmws,30,A woman talking as something sizzles
15562,5MeaoHeuzeo,30,Woman speaking with light background noise
15563,5MfA-Ty5Bug,120,"Woman speaks in distinct accent and at the same time noises of splatter, popping and sizzling from frying food"
5461,1ApILFGOpy8,260,A man speaks and plastic crinkles
32915,DvQBY2YABqc,30,A woman speaks nearby
14218,4mUA17zoT4o,30,A man delivers a speech
92374,rycqWY2NUH4,20,Some liquid flows
96139,urtSis5NS30,0,Humming of a powerful engine with squealing tires
80262,iwtNjjYFUVY,30,A ball is bouncing repeatedly with squeaky noises
5469,1B3Qsek3Hlk,27,A vehicle revving
5468,1B0siavC1HU,30,A woman gives a speech
86133,nESJROkyJMo,10,A water faucet flowing on and off as a man is speaking
86132,nENmPJSs3eU,30,A train moves and blows a whistle
86136,nEdeZkBG14w,10,Typing on a typewriter followed by a bell chiming then metal zipping and clanking
7599,22FJV6z1J3Y,60,A woman is talking and crowd clapping
7598,22CHirhbaOg,30,Man speaking in noisy environment and a baby crying
7597,22BnLQuyUsg,9,A car door is closing
7596,2293uPSUtEo,30,A man's voice followed by a dog barking
7595,227tV74YVmM,150,A man is giving a speech and then there is applause
7594,227jXy38qj0,16,"A waterfall is flowing loudly, followed by several men talking"
7593,227-Na3kLsU,15,A blustery wind blows in short gusts
7592,224Not7oRgY,10,A truck engine is running and a man and a child are communicating
7591,221wCIrFQWw,30,Women talking and dogs barking
7590,221Ia1cD5dQ,22,"Wind blows hard, a cat meows"
88907,pKwMKxHb6gc,170,Trucks pass by on a road
38338,HBkwVnwqDdY,30,"Birds vocalize nearby as pigeons coo in the background, followed by birds vocalizing again"
100005,xozzXENvzP8,220,Goats bleat nearby
49783,OaEDezCtxm8,150,"Chickens cluck, and a man and child talk"
65167,Z4sMsvJ35J4,140,Crinkling and crumpling followed by a thunk
65165,Z4c7dTmt6Uw,0,"Mumbled, faint voices speak in the background while a vehicle accelerates quickly followed by the vehicle passing"
69805,bL9f2HIuTa8,80,"Clacking of pots and pans, water running from a faucet"
101158,ykbyFGtnVlU,30,Humming of a revving idling engine
100004,xoyQBDimwYo,13,Several people talk while wind blows and a vehicle moves
23487,98EJZqzZbGc,20,"A constant deep musical tone, a few sounds of strings, and background bird cheeps"
69809,bLSkhZuaS9E,120,A woman talks the whole time as far away traffic sounds and car honks are in the background
88908,pKzCokT6Q24,21,A man speaks with distant roars of thunder and rain falling
34689,EvONkDObszE,180,Waves rushing in and people speaking
5692,1Gw4p_2gtQw,110,A helicopter passing by
5693,1Gx4UdJcky8,50,A baby speaking and laughing
5690,1GrxfOxSQ3Q,25,A person is speaking sheep are bleating
5691,1GtDRO0l90Y,30,People speak and a dog barks and moves
5696,1H5-1SipeXo,480,A person talks softly in another language
5697,1H6sOay0DWw,30,Some small birds chirp near and far
5694,1GxtVIkBbZo,140,A goat makes two loud screams
5695,1H4NZWtMIU0,30,A man giving a speech
96266,v--dwdsgFNo,20,Crinkling plastic
96267,v-7m0JicrWY,30,Ticking of a large clock followed by some creaking and a clock ringing
5698,1H7qOHW0K_g,30,A young girl is talking
5699,1HBpQPSiBfw,20,A horse is trotting and a person laughs
96260,uzV_oI17QAQ,410,Several insects buzz as a man speaks
74606,erJG4OW7sFA,30,Steam hisses nearby at moderate speed
89318,pdsqinS_7sY,40,Clicking on a keyboard
38854,HWMiDaixD8U,70,Birds vocalize and wind blows
5968,1NpQbziC5yM,40,A helicopter rotates its wings in the background while a man talks and a machine beeps
5969,1NpUzl-b5mY,550,A man is speaking and typing
49353,OIxgsWkwzZo,0,Cracks followed by vibrations of a sewing machine
16149,5clI-wf8_24,30,People having a conversation as they ride inside the moving bus
16148,5ckHyaUmfEI,0,"A person and a small dog howl, people speak"
16147,5cgAwvF40l8,310,Mid frequency of gunfire being shot
16146,5cdvkvakDJ4,120,Male speaking as wind blows across microphone followed by tapping and insects buzzing and chirping
16145,5ccUeHlMqH4,30,Loud humming and buzzing from speakers
16144,5ca-ERYOrrU,4,A group of frogs are croaking quickly
16143,5cWQ9lZeJLQ,10,"Someone sleeps, snoring and breathing"
16142,5cWOyow_Drs,30,A cat meows and a woman speaks
